objectid,title,creator,date,description,subject,exhibition,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,ig_link
coll044,Cannibals,,,"500 years ago today, March 15, the circumnavigation armada was almost at Samar having come from Guam. While at Guam, the crew raided and torched a village whose men had stolen a small tender hanging from the flagship. Sick comrades begged that entrails of the newly killed Guamanians be fed to them! European civilisation during the Renaisssance still practised medical cannibalism, an ancient use of human body parts and fluids in curing. Romans drank the blood of slain gladiators hoping for vitality. They even suggested drinking blood form the arms of young people. In the 1500s, medical cannibalism is said to have reached its height. Vampire tales and medical cannibalism are linked.",Armada de Maluco; medical cannibalism; Samar; Guam,Magellan Menu,,,Rachel Flanagan for Redbubble. Pinterest. https://www.pinterest.ph/pin/277393658273965001/,,Image;Still Image,image/png,,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,image,https://lh3.googleusercontent.com/d/1DWMVJbV42rC-J5bnaRxQUeHvR_Bu7rQ1,https://lh3.googleusercontent.com/d/1DWMVJbV42rC-J5bnaRxQUeHvR_Bu7rQ1,https://lh3.googleusercontent.com/d/1DWMVJbV42rC-J5bnaRxQUeHvR_Bu7rQ1,https://www.instagram.com/p/CMbHGQAnPHA/
coll045,Slow Food: Philippine Culinary Traditions,Erlinda Enriquez Panlilio; Felice Prudente Sta. Maria; Manuel Baldemor,2005,"'A delicious servigin of nostalgic and informative pieces mostly from known gourmets and gourmands. The book gives the background behind slow-cooking family recipes and traces stomach links between grandmas, moms and pops and their cooking daughters and sons. A winner!'---Gilda Cordero-Fernando\n'This mouth-watering book makes us reflect on slow/fast food, and calls to mind an obscure quote from Jose Rizal. In the manner of a Zen koan, he said 'Hay mas dias que longanisas.' Based on the references to food and cooking in his novels and writings, it would probably be safe to presume that he would be an advocate of slow food and would relish this book as much as I have enjoyed it.' ---Ambeth R. Ocampo, Chair, National Commission for Culture and the Arts, Chair, National Historical Institute\n'Like slow love, slow food whets the appetite even as this is being fed. The symbiotic action can only ensure a continuum of layered, crossover demand and appreciation. It also provides a fine counterpoint to the fast-track quality of lives often spent on quick, wham-bam indulgences. Hours spent on loving ministry over a fire or any other heating element can only ensure full satisfaction. That is also how we many indulge in this book, a little at a time, appreciating the continuing flame of its traditional passion, Pinoy-style- in customary tingi, a nibble here, a nibble there, while already smacking our lips at the prospect of further dalliances. Gorge on this book slowly, on love slowly, and we will then assure Doreen Fernandez that nothing ever be endangered.'--- Krip Yuson","Cooking, Philippine",Publications,,,https://www.amazon.com/SLOW-FOOD-Philippine-Culinary-Traditions/dp/9712716597,,Image;Still Image,image/jpeg,,All rights reserved,,image,https://lh3.googleusercontent.com/d/1g41y7I9QL24tG8ACJKyURMCVI-T0DeX0,https://lh3.googleusercontent.com/d/1g41y7I9QL24tG8ACJKyURMCVI-T0DeX0,https://lh3.googleusercontent.com/d/1g41y7I9QL24tG8ACJKyURMCVI-T0DeX0,
coll046,"The Governor-General's Kitchen: Philippine culinary vignettes and period recipes, 1521-1935",Felice Prudente Sta. Maria,2006,Contents: Prologue : buen provecho! -- Introduction : a 20-year interlude -- Chapter 1. There is no hunger in paradise -- Chapter 2. Heavenly hearths -- Chapter 3. One-pot orchestration -- Chapter 4. Culinary contrivances -- Chapter 5. Culinary codes and measures -- Chapter 6. Stalls and stores -- Chapter 7. The professionals -- Chapter 8. The spice of life -- Chapter 9. Table talk -- Chapter 10. Food for the gods -- Chapter 11. Saints in the kitchen -- Chapter 12. Paschal preparations -- Chapter 13. Convent cooking -- Chapter 14. The royal bakeshop -- Chapter 15. Chinese spaghetti -- Chapter 16. The Bombay break -- Chapter 17. Waterways -- Chapter 18. Spiritual sentiments -- Chapter 19. Cocktail caprice -- Chapter 20. The galleon gourmet -- Chapter 21. Traveler's special -- Chapter 22. All the king's men -- Chapter 23. Let's go Manila -- Chapter 24. Royal feasts and civic fashions -- Chapter 25. Food trends and home comforts -- Al fin : post-prandial ponderings -- Selected bibliography -- Appendix I : Roster of goveror-generals -- Appendix II : Recipe index -- General index. ,"Cookery, Filipino -- History; Food habits -- Philippines -- History; Philippines -- Social life and customs",Publications,,,https://www.amazon.com/Governor-generals-Kitchen-Philippine-Vignettes-1521-1935/dp/9712716961/,,Image;Still Image,image/jpeg,,All rights reserved,,image,https://lh3.googleusercontent.com/d/1d7Rul00L2DmqkR8xjyTf15iMhKAcFCXT,https://lh3.googleusercontent.com/d/1d7Rul00L2DmqkR8xjyTf15iMhKAcFCXT,https://lh3.googleusercontent.com/d/1d7Rul00L2DmqkR8xjyTf15iMhKAcFCXT,
coll047,The Foods of Jose Rizal,Felice Prudente Sta. Maria,2015,"What did Jose Rizal eat? What food did he write about? Did he hunger for bagoong or mango jam while overseas? This book shares stories collected from Rizal's autobiography, works penned by him, biographies written about him by admirers, interviews of people who knew him, and accounts written about the Philippines, Europe, and Hong Kong during his lifetime. As it gives glimpses into the man's everyday life, this little tome reveals sacrifices made to keep patriotic advocacies his priority. Rizal's nobleness and supreme sacrifice for his love of Filipinas becomes all the more worthy of never-ending praise.","Rizal, Jose -- 1861-1896; Rizal, Jose, 1861-1896 -- Correspondence; Food preferences",Publications,,,https://www.amazon.com/Foods-Rizal-Felice-Prudente-Maria-ebook/dp/B013IGV3I0/,,Image;Still Image,image/jpeg,,All rights reserved,,image,https://lh3.googleusercontent.com/d/1uSuGZE59Lj94SxyqD4AelefRQvUXQ07N,https://lh3.googleusercontent.com/d/1uSuGZE59Lj94SxyqD4AelefRQvUXQ07N,https://lh3.googleusercontent.com/d/1uSuGZE59Lj94SxyqD4AelefRQvUXQ07N,
coll048,What Kids Should Know About Filipino Food,Felice Prudente Sta. Maria; Mika Bacani,2016,"Food is not just what we eat. It is what make us unique as a people. Some have called it our ""edible identity"". In our food, we find traces of our past and present history. In the way we eat, we show how we celebrate our family and our community. Bacause it is so commonplace in our lives, we often forget that food is part of our cultural heritage. Find out more about Filipino food and what makes it Filipino.",Children's Book,Publications,,,https://www.amazon.com/WHAT-KIDS-SHOULD-ABOUT-FILIPINO/dp/9715086098,,Image;Still Image,image/jpeg,,All rights reserved,,image,https://lh3.googleusercontent.com/d/1o78kGrs3Dg0JYfQ66gWpNjsz7QMOU-m0,https://lh3.googleusercontent.com/d/1o78kGrs3Dg0JYfQ66gWpNjsz7QMOU-m0,https://lh3.googleusercontent.com/d/1o78kGrs3Dg0JYfQ66gWpNjsz7QMOU-m0,
coll049,Kain Na!: An Illustrated Guide to Philippine Food,Felice Prudente Sta. Maria; Bryan Koh; Mariel Ylagan Garcia,2020,"The first Illustrated book containing essential information on Philippine food and eating habits, Kain Na! (which means ""let's eat!"") is a warm invitation to the country's communal dining table and its regional kitchens. Filipino food is the summary of Filipino history - from the indigenous food to the prehistoric era, to the influences of Asian cooking generated by trade, and the Colonial influences brought on by conquest. Yet for all its richness and diversity, little is known beyond dishes like adobo, sinigang, lechon. Kain Na! aims to change that. The first Illustrated tome of its kind contains essential information on Philippine food and eating habits. It is divided into 12 chapters. Almusal (breakfast), Lutong Bahay (home cooking), Meryenda (afternoon delights), Lutong Kalsada (street food), Paghimagas (desserts), Pulutan (bar chow), Pang-Pista (festival food), Inumin (beverages), Sa Panaderya (bakery finds), Kakanin (rice treats), Sawsawan (dipping sauces), and a section on ingredients key to the Filipino larder.","Cooking, Philippine",Publications,,,https://www.amazon.com/Kain-Na-Illustrated-Guide-Philippine/dp/6219583337/,,Image;Still Image,image/jpeg,,All rights reserved,,image,https://lh3.googleusercontent.com/d/1u3NCrmshOQp9Bwjyv1Z-bMAeU4hNrghF,https://lh3.googleusercontent.com/d/1u3NCrmshOQp9Bwjyv1Z-bMAeU4hNrghF,https://lh3.googleusercontent.com/d/1u3NCrmshOQp9Bwjyv1Z-bMAeU4hNrghF,
coll050,"Pigafetta's Philippine Picnic: Culinary Encounters During the First Circumnavigation, 1519-1522",Felice Prudente Sta. Maria,2021,"Pigafetta�s Philippine Picnic: Culinary Encounters During the First Circumnavigation, 1519-1522 by food historian Felice Prudente Sta. Maria narrates Ferdinand Magellan and his crew�s voyage in search of the Spice Islands, and the various foods they discovered and ate in the course of the expedition. This book also explains the rich history of pre-colonial food in the Philippines as described by Antonio Pigafetta in his diary.",Antonio Pigafetta,Publications,,,https://nhcp.gov.ph/pigafettas-philippine-picnic/,,Image;Still Image,image/jpeg,,All rights reserved,,image,https://lh3.googleusercontent.com/d/1fihNcJZxGqnTbHY0fXQwSX4NzATbHVXO,https://lh3.googleusercontent.com/d/1fihNcJZxGqnTbHY0fXQwSX4NzATbHVXO,https://lh3.googleusercontent.com/d/1fihNcJZxGqnTbHY0fXQwSX4NzATbHVXO,
coll051,Philippine Culinary Arts: Manifestations of Cultural History,Felice Prudente Sta. Maria,2022,,,Presentations,,,,,Text,application/pdf,,,,pdf,https://drive.google.com/file/d/1Eiq4XpYchxWhWTytbyCX8BvjLTUz5-9g/preview,,,
coll052,Morga A Must,,,"Here begins a second series on Philippine food history. Antonio Morga, a native of Seville arrived in Manila in 1595, the year when the Spanish colony called Filipinas turned 30 years old. He became senior auditor of the Manila Audiencia and witnessed first-hand historical events and everyday customs such as how natives and Spanish settlers ate. “Events in the Philippines” that he penned in 1609 is the basis for this food history series.",Antonio Morga,Antonio Morga 30,,,,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1g25WFmITVDRZd1IqzNrYqfIZjg2OLB7u,https://lh3.googleusercontent.com/d/1g25WFmITVDRZd1IqzNrYqfIZjg2OLB7u,https://lh3.googleusercontent.com/d/1g25WFmITVDRZd1IqzNrYqfIZjg2OLB7u,https://www.instagram.com/p/B5KReTIHHO4/
coll053,Morisqueta Is What Morga Called Cooked Rice,,,"It was growing in the Philippines and insular Southeast Asia when Renaissance explorers arrived. Rice was the common native fare for Filipinos he wrote. (In Tagalog it is kanin.) Morisqueta means roughly “food of the Moors.” They introduced rice (originally from China) into wheat-growing Spain; Spanish introduced rice to Mexico and other parts of the Americas in the 15th and 16th centuries. Arroz is Andalusian Arabic from Arabic aruzz, meaning rice.",Morisqueta; Rice,Antonio Morga 30,,,Book by Gerald Brenan for Horizon Publishing.,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1NFFlbffizmoe-m8z3W39C2QOabLh2HDJ,https://lh3.googleusercontent.com/d/1NFFlbffizmoe-m8z3W39C2QOabLh2HDJ,https://lh3.googleusercontent.com/d/1NFFlbffizmoe-m8z3W39C2QOabLh2HDJ,https://www.instagram.com/p/B5KhpibnJnx/
coll054,Pieces Of Eight And Rice,,,"Pirates captured Spanish galleons carrying silver dollars (also called Spanish pesos), one coin equal to 8 reales. A coin was sometimes cut like a pie into 8 triangular “wedges” that were used as currency. Morga recorded that in Filipinas, each native had to pay an annual tribute of 8 reales to the colonial government as set by Miguel Lopez de Legaspi (who began the Conquest in 1565). In kind: 2 fanegas of rice = 2 reales; 1 hen = 1/2 real; 1 woven cotton blanket = 4 reales. The rice tribute was needed to feed soldiers, sailors, Spanish settlers, etc. Natives had to increase production to pay tribute.",Tributes; Rice tributes,Antonio Morga 30,,,"Ghost Ship PIN by Arthur Laser on Otherland, 2019.",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1Qid_Qz-tRgQWGGrB9QRW79enB977Xx0a,https://lh3.googleusercontent.com/d/1Qid_Qz-tRgQWGGrB9QRW79enB977Xx0a,https://lh3.googleusercontent.com/d/1Qid_Qz-tRgQWGGrB9QRW79enB977Xx0a,https://www.instagram.com/p/B5MlCasHOW-/
coll055,Fish Eaters,,,"Morga wrote that the regular diet of natives was rice with “boiled fish of which there is an abundance.” Fishing was “a natural activity for self-support.” There were good sardines, sea eels, bass, seabreams called bacocos , skates, soles, bicudas, tanguingues, flounders, tarakitoks, pin-pointed fish, golden fish, eels, gilt heads, large and small oysters, mollusks, crabs, shrimps, sea-spiders, marine crabs, all kinds of mollusks plus others I will name in another post. As the colony turned 30 years old, perhaps Morga saw fit to enumerate its natural riches. Boiled fish is what Pigafetta ate in 1521, fish with broth. ctto Detail of El Pescador de Sacag painted by Felix Resurrección Hidalgo and first exhibited in 1875.","Fishes; Natives, Diet",Antonio Morga 30,,,"Collection of Museo del Prado, Madrid. In “Discovering Philippine Art in Spain” RP Department of Foreign Afffairs, 1998,Felice Prudente Sta. Maria, editor",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1L7FB68PgnpNET3InaKFo2RzmJCzIvqXW,https://lh3.googleusercontent.com/d/1L7FB68PgnpNET3InaKFo2RzmJCzIvqXW,https://lh3.googleusercontent.com/d/1L7FB68PgnpNET3InaKFo2RzmJCzIvqXW,https://www.instagram.com/p/B5PHA9jnzzR/
coll056,Sardine Enigma,,,"Morga pinpointed as ordinary food of natives the LAULAU. It is a 'very small fish which is netted, dried in the sun or air, then cooked in various ways.' LAULAU ends a paragraph about fish caught at Bonbon Lake in Batangas. In 1953 an updated checklist of Philippine fishes was published. Sardinella fimbriata, the round-bodied sardine, was called Lao-Lao or Tamban Lao-Lao commonly. It was a marine species that entered river mouths and was abundant in central and southern Philippines. It also lived in waters of East India, the East Indies and China. In 1890, Jose Rizal published from Paris an annotated version of Morga’s book. He ventured that LAULAU may have been TAWILIS. Today we know tawilis is the world’s only freshwater sardine and is found in Taal Lake, the current name of Bonbon Lake. The Lake was linked to Balayan Bay by Pansipit River, an actively navigated channel. An eruption in 1754, however, silted up the mouth and a narrower river eventually formed nearby. TAWILIS is Sardinella tawilis, not included in the 1953 list. Admittedly the list was a work in progress. One wonders if the saltwater S. fimbriata, having been isolated in the lake, evolved into the freshwater S. tawilis.",Lao-Lao; Tamban Lao-Lao; Tawilis; Fishes,Antonio Morga 30,,,"Image from “Pronouncing Gazetteer,” 1902",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1AQTnZSeMzNru07_l8V1gn6k0ulaVf4aC,https://lh3.googleusercontent.com/d/1AQTnZSeMzNru07_l8V1gn6k0ulaVf4aC,https://lh3.googleusercontent.com/d/1AQTnZSeMzNru07_l8V1gn6k0ulaVf4aC,https://www.instagram.com/p/B5RRBr5niJo/
coll057,Fermentation Tussle,,,"Jose Rizal (1861-1896) felt Morga had insulted Filipinos when he wrote: 'They prefer [to eat] meat and fish, salt fish which begin to decompose and smell.' Rizal countered: 'This is another preoccupation of the Spanish who, like any other nation, in the matter of food, loathe that to which they are not accustomed or is unknown to them.' The English are horrified that Spanish eat snails, Spanish that English eat raw beefsteak, Chinese find Roquefort cheese awful but eat tahuri. Rizal believed the rotting fish Morga referred to was bagoong and all know it 'ought not to be rotten,' Rizal added. Bagoong is a naturally fermented flavouring paste made by brining krill or fish similar to GARUM used in Spain during the Roman Empire. LIQUAMEN is a liquid like Patis. No less than the unidentified gastrophile Apicius made Garum when the Caesars dined from 27 BC to 5 AD.",Bagoong; Fermentation; Garum; Liquamen,Antonio Morga 30,,,Handwritten recipe for Extraordinary Spiced Wine from ON COOKING by Apicius.,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1ba9oJ2mLhtY52wsyo4LL9_mgcfx2IKck,https://lh3.googleusercontent.com/d/1ba9oJ2mLhtY52wsyo4LL9_mgcfx2IKck,https://lh3.googleusercontent.com/d/1ba9oJ2mLhtY52wsyo4LL9_mgcfx2IKck,https://www.instagram.com/p/B5UpmhfnRLy/
coll058,Endemic Mabolo,,,"Morga listed fruits eaten while he was residing in Filipinas from 1595-1603. One of them was mabolo ( Prospyrus blanco), called Velvet Apple in English. It is the fruit of kamagong, a Philippine tree that is endemic (meaning native and restricted to growing in the birthplace terrain originally; born on the archipelago from where it might spread elsewhere). Inside an inedible velvety, furry red skin is edible, soft creamy flesh that is scooped out with a spoon. While mabolo seems to have fallen out of popularity locally, it is cultivated and sold abroad and even comes in a seedless variety.",Mabolo; Velvet Apple,Antonio Morga 30,,,Image is Brand: Zaichenko Iryna,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1WLm6iH3abfEKe72VdilVrBP7ustlwcap,https://lh3.googleusercontent.com/d/1WLm6iH3abfEKe72VdilVrBP7ustlwcap,https://lh3.googleusercontent.com/d/1WLm6iH3abfEKe72VdilVrBP7ustlwcap,https://www.instagram.com/p/B5WotIQH5BU/
coll059,African Immigrant,,,"Morga documented tamarind (Tamarindus indica) being eaten in Filipinas (1595-603). It is known to have originated in tropical Africa from where the plant migrated to the Indian subcontinent. The term Tamarinde is, in fact, Afrikaans. In prehistoric times it reached Southeast Asia. One wonders why in the Philippines it also is called sampaloc. In 1567 tamarind saplings were entrusted from Cebu to a ship captain for the Spanish King. They were to be planted in Mexico to provide a nearer source for the commercially profitable ingredient than Asia. By 1573 they were fruiting and suggest that Mexico’s first tamarinds came from Filipinas. Tamarind flowers, leaves, fruit are used in delicious Philippine cooking. ctto Women of Sudan Africa.",Tamarind; Sampaloc,Antonio Morga 30,,,"Getty Image from “Gallery and History of All Peoples...” published by Giuseppe Antonell, 1838, Venice",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1PPbl4ZdWYJkvVzMd-dnGYHduDz9uAhc1,https://lh3.googleusercontent.com/d/1PPbl4ZdWYJkvVzMd-dnGYHduDz9uAhc1,https://lh3.googleusercontent.com/d/1PPbl4ZdWYJkvVzMd-dnGYHduDz9uAhc1,https://www.instagram.com/p/B5aASYrnSLk/
coll060,Tagalogs 1590S,,,"Morga resided at Intramuros Manila around when today’s title image was painted for a one-of handwritten book known as “The Boxer Codex.” Natives eating the food Morga mentions would have dressed as shown. In addition to mabolo and sampaloc they ate NANCA (Artocarpus heterophylus), jackfruit in English from Portuguese jaca (derived from Malay chakka). It may have been first domesticated by Austronesians in Java or the Malay Peninsula. Filipinos may have brought it to Guam during Spanish colonial times. SANTOL (Sandorocum koetjape) was another Southeast Asian indigenous fruit eaten. It was introduced to Indo China and the Indian area.",Nanca; Jackfruit; Santol,Antonio Morga 30,,,Vibal Publishing released a reproduction of The Boxer Codex that is sold in bookstores.,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1lA8GtbYAs7e-uZgFB5EeAHt691GVEUYL,https://lh3.googleusercontent.com/d/1lA8GtbYAs7e-uZgFB5EeAHt691GVEUYL,https://lh3.googleusercontent.com/d/1lA8GtbYAs7e-uZgFB5EeAHt691GVEUYL,https://www.instagram.com/p/B5cAo8IHGDY/
coll061,Spanish Arrivals,,,"Antonio Morga’s Chapter 8 reveals that just as tropical Asian botanicals were sent to the New World, Old World plants were brought to Filipinas. Although quince and other European fruits were planted, only pomegranates (rightmost on image) and grapes fruited, usually after 2 years and abundantly thrice a year. Figs also fruited. Vegetables grew well but did not seed. Seeds had to be brought from Spain, China or Japan. Morga gives a lead that some heritage or antique varieties of Philippine vegetables could be identical to some from countries of regular traders. ctto Abraham Brueghel (1631-1690).",Pomegranates; Grapes,Antonio Morga 30,,,"Natura Morta Con Uva, Melagrana E Pesche. Wiki gallery.org",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1LenW--Wnpa1yCGFPGP25Jcddk3aXs2fp,https://lh3.googleusercontent.com/d/1LenW--Wnpa1yCGFPGP25Jcddk3aXs2fp,https://lh3.googleusercontent.com/d/1LenW--Wnpa1yCGFPGP25Jcddk3aXs2fp,https://www.instagram.com/p/B5fVeW3n_wc/
coll062,Spanish Cooking In Manila,,,"Morga wrote that most Spaniards lived in Intramuros Manila. By 1595-1603 while he was there, very few of the original conquerors who had arrived with Miguel Lopez de LEGASPI in 1565 to begin settling for Spain, were still alive. He documents chickens being eaten by natives and settlers. Food was always a challenge. What his book doesn’t include are documents from the Audencia where he worked requiring in 1598 that the city contract 19 riflemen-hunters to provide at least 1 buffalo for sale daily at the public slaughterhouse. Neither does he reveal that Chinese and Filipinos were required to raise chicken and swine under penalty of fine. The animals would form part of the settlers diet. Specified nearby towns were required to bring to Intramuros weekly 300 laying hens, a number of swine considered proper, as well as 2,000 eggs. The foods were not reimbursed by currency or barter goods. They were contributed in theory for the protection and organised governance the foreigners were providing. How were the eggs cooked? Perhaps the painting by the Spanish genius Diego Velazquez (1599-1660) gives a hint. It is titled Old Woman Cooking Eggs. The on-going debate: Was she poaching or frying them?",Chicken; Swine; Eggs,Antonio Morga 30,,,"Painted 1618. National Gallery of Scotland, Edinburgh.",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1CXTxNCuxZSxcOssLGFe46cQIgdBAdl8h,https://lh3.googleusercontent.com/d/1CXTxNCuxZSxcOssLGFe46cQIgdBAdl8h,https://lh3.googleusercontent.com/d/1CXTxNCuxZSxcOssLGFe46cQIgdBAdl8h,https://www.instagram.com/p/B5hOjUkHVH6/
coll063,Wine Security,,,"During the time of Morga, wine was food. Spanish wines arrived from the galleon coming from Mexico every year. But grape wine was not being made in Filipinas. One guarded the wine supply. Morga wrote that Filipinos made a local wine. “They drink that which drips out of the tender flowers of coconut trees and of nipa palms which are abundant and raised like vineyard-grapes although with less care and difficulty.” The juice was then distilled until fermented strong or light in intensity. He classified tuba as a clear fluid like water but strong and dry. It is interesting that he noted: “When used moderately, it is medicinal for the stomach and good for phlegms and other kinds of rhems. When mixed with Spanish wine, it becomes a pleasant liquor which is tasteful and wholesome.” Perhaps today’s competitive bar masters can develop a tuba and wine cocktail celebrating culinary mixing?",Wine; Tuba,Antonio Morga 30,,,"A Young Man Drinking (in the style of Spanish Baroque painter Bartolomé Esteban Murillo, 1617-1682) National Gallery, UK",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1L3YMA9ZYP2nJaLpswChavCWeIeZnc-0v,https://lh3.googleusercontent.com/d/1L3YMA9ZYP2nJaLpswChavCWeIeZnc-0v,https://lh3.googleusercontent.com/d/1L3YMA9ZYP2nJaLpswChavCWeIeZnc-0v,https://www.instagram.com/p/B5j-9Y7nbbm/
coll064,Comfort Food,,,"The olive provides oil for cooking and seasoning Spanish food. When brined it is an aperitif and on a difficult galleon voyage offered comfort from sea-sickness and perked up poor appetites. In Filipinas olive trees refused to grow during Morga’s time. He wrote that in lieu of olive there was “a green, very small fruit, more diminutive than a nut, called PAOS.” He added: “when properly prepared for eating [pao] has a good taste when served as pickles or brined.” The fruit is 5-8 centimetres long and 4-6 centimetres wide. Pao or paho (Mangifera altissima) was common and distributed in forests from northern Luzon to southern Mindanao. As of 1921 paho was not cultivated. Neither was there ever a business in bottling or canning paho pickles or paho in brine. Perhaps those are reasons paho has become rare. And yet it is a unique Philippine delight enjoyed by Spanish during the late Renaissance and Baroque eras.",Olive; Pao; Paho,Antonio Morga 30,,,,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1Eon6iUJBBN7Fz-0rTXHJ3RqIdEfXep-3,https://lh3.googleusercontent.com/d/1Eon6iUJBBN7Fz-0rTXHJ3RqIdEfXep-3,https://lh3.googleusercontent.com/d/1Eon6iUJBBN7Fz-0rTXHJ3RqIdEfXep-3,https://www.instagram.com/p/B5mgI9qnxGb/
coll065,Edible Dye,,,"Safflower(Carthamus tinctorius) was called CASUBHA by natives and COCHUMBA by Spaniards like Antonio Morga, whose food observations are featured in this series. The botanical’s birthplace is still unknown although Iran and India are candidates. In 12th century Egypt it was already used as a textile dye. In India it is called koosumbha. No one is sure how safflower got to Manila where is was also used to color textile. Safflower flowers were cultivated by Filipinos to sell as a substitute for costly saffron that did not grow locally. Saffron turned fish escabeche and rice dishes a lovely golden hue. Morga is silent about safflower’s culinary uses. He only writes that from 1595 to 1603 the food coloring was grown. There is written evidence that in 1800s’ Philippines its leaves were cooked and eaten as a salad. Sometimes saffron is diluted with safflower. Today it is used in arroz caldo among other foods. It is said that Spaniards brought safflower to their American colonies.",Safflower; Saffron,Antonio Morga 30,,,"Original book source: Prof. Dr. Otto Wilhelm Thomé Flora von Deutschland, Österreich und der Schweiz 1885, Gera, Germany. Permission granted to use under GFDL by Kurt Stueber. Source: www.biolib.de",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1ObhBqlwsuFfM6Chtfa1W_FdCHd_XIeKg,https://lh3.googleusercontent.com/d/1ObhBqlwsuFfM6Chtfa1W_FdCHd_XIeKg,https://lh3.googleusercontent.com/d/1ObhBqlwsuFfM6Chtfa1W_FdCHd_XIeKg,https://www.instagram.com/p/B5pM90tHtiy/
coll066,Christmas Pili,,,"Antonio Morga who lived in Intramuros Manila from 1595-1603 wrote there were “strong, good-tasting nuts called PILÉS.” By the turn of the 19th century, pili was turned into turron candy following famous turron de almendras of Spain. Nuts were ground finely, sweetened with honey and given a hint of DAYAP (another old-fashion Philippine culinary flavorer.) During Christmas pili turron was a special gift. PILI (Canarium ovatum) is sometimes classified as a Philippine endemic plant. It is known to be native to Southeast Asia, Papua New Guinea and northern Australia.",Nuts; Pili; Turron,Antonio Morga 30,,,"The image shows recipes from a 1913 Philippine cookbook for pili turron, pili in syrup and pili pudding.",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1yjhcAv3OYDaS63mQh09r9lVH-w4BFQSR,https://lh3.googleusercontent.com/d/1yjhcAv3OYDaS63mQh09r9lVH-w4BFQSR,https://lh3.googleusercontent.com/d/1yjhcAv3OYDaS63mQh09r9lVH-w4BFQSR,https://www.instagram.com/p/B5uAPspn867/
coll067,Pears For Pasko,,,"Starting the end of October, ships of Japanese and Portuguese registry arrived in Manila. They were pushed southwards by the Northeast Monsoon or Northerlies; they returned to Nagasaki in June and July when the Southwest Monsoon or Vendaval became the prevailing wind. They provided much needed wheat flour, dried beef “in great demand,” barrels and containers of good salted tunny fish, and fresh pears according to Morga who lived in Manila from 1595-1603. Sometimes other ships from there came in March just before the wind shift. Also in Manila during Christmas (till January) could be Portuguese ships from the Moluccas, Malacca and India. They brought European wines, raisins, almonds, tasty preserves, fruits from Portugal, clove, cinnamon, pepper, fabrics and jewels, Negro slaves and Caffirs.",Antonio Morga; Ships,Antonio Morga 30,,,Fruit Bowl with Plate of Grapes and Pears. Anonymous. 1625. Fundación Banco Santander.,,Image;Still Image,image/jpeg,,public domain,,image,https://lh3.googleusercontent.com/d/16elb3Pgn3lgFOloVg-PqSaQwxc1l1yqW,https://lh3.googleusercontent.com/d/16elb3Pgn3lgFOloVg-PqSaQwxc1l1yqW,https://lh3.googleusercontent.com/d/16elb3Pgn3lgFOloVg-PqSaQwxc1l1yqW,https://www.instagram.com/p/B5wrgr7nHds/
coll068,Carabao Duties,,,"Antonio Morga noted wild game in Filipinas: deer, wild boar, even porcupine, and “buffalos called carabaos which are raised in the fields; and there are fierce carabaos aside from the tame ones brought from China, of which there are a great number, and very beautiful ones only useful for dairy purposes, their milk being thicker and better tasting than cow’s milk.” One wonders if flan de leche was made in 16th century Manila. With fresh carabao or cow milk?",Carabaos; Milk,Antonio Morga 30,,,A geroglifico game of 1860. It means: The carabao serves the native in work at the fields. Collection: Eugenio Lopez Memorial Library,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1KDyjWclZyVeE96tvj9naADrp2VMPStW_,https://lh3.googleusercontent.com/d/1KDyjWclZyVeE96tvj9naADrp2VMPStW_,https://lh3.googleusercontent.com/d/1KDyjWclZyVeE96tvj9naADrp2VMPStW_,https://www.instagram.com/p/B50A5ZJHWSp/
